Url translation;fra;bbj
https://www.camerounweb.com/CameroonHomePage/features/Mon-mari-refuse-de-se-s-parer-de-sa-ma-tresse-619243.;Je suis allée retrouver mon mari au salon et j’ai explosé de colère il n’a pas été capable de me répondre du coup j’ai pris mes affaires et je suis rentrée à Douala;Gɔ̂ kwyátə́ é twɔ̂' hwítə̀ pfyə́ lûŋ a nə e e lə yɔ̂ bə nə́ pa' gúŋ nwa pótsə̂ tsə̂ bə́nyə́ dwálá.
https://www.camerounweb.com/CameroonHomePage/features/Mon-mari-refuse-de-se-s-parer-de-sa-ma-tresse-619243.;Pendant toute la semaine qui a suivi on ne s’est pas parlé et le week -end il est venu à la maison;A ghɔ nə̂ gapdzʉ́ jʉm ó mo lə ghɔm nwə bí mò gapdzʉ́ nə̂ mi e sɔ̂' dyə́ .
https://www.camerounweb.com/CameroonHomePage/features/Mon-mari-refuse-de-se-s-parer-de-sa-ma-tresse-619243.;Il m’a expliqué qu’effectivement il est encore en couple avec cette fille et qu’il ne se voit pas la quitter qu’il nous aime toutes les deux et ne se voit pas choisir entre nous;E tútə bə́m gaə́ pú mûmjwǐ jə bə́ pə́ gaə́ e tə̌ wə́ gɔ́ ták é nə́ŋ pə́ gaə́ ě wə́ kúŋ wɔ́k pyə é pə́pʉə́ə́ e lə pə́ gɔ́ cí ta' mo nə́ pyə é.
https://www.camerounweb.com/CameroonHomePage/features/Mon-mari-refuse-de-se-s-parer-de-sa-ma-tresse-619243.;Mais qu’il comprendrait parfaitement que je ne puisse pas supporter la situation et que je finisse par m’en aller;Da' gaə́ gɔm gaə̂ kǎ' sɔk kə́kɔ́ bə́ gɔ́ ghɔ bə ě gɔ yú'.
https://www.camerounweb.com/CameroonHomePage/features/Mon-mari-refuse-de-se-s-parer-de-sa-ma-tresse-619243.;J’ai cru que je faisais un mauvais rêve je n’en croyais pas mes oreilles;Də kwɛ̌ gaə̂ də́ bə́ wə́ jɔ́jʉ̀m cwəpuŋ ywə yə də̂ bə́ wə́ jú' á pə́ wə́ cyə́ á.
https://www.camerounweb.com/CameroonHomePage/features/Mon-mari-refuse-de-se-s-parer-de-sa-ma-tresse-619243.;Après ces mots ma décision était prise je devais partir de cette farce appelée mariage;A tə́m jʉ̀m mghɔm mɔ myə yɔ́ gaə́  gaə gɔ tə́m ntʉ́m yəŋ pômɔ́kcú mlɔ̌dyə́ 
https://www.camerounweb.com/CameroonHomePage/features/Mon-mari-refuse-de-se-s-parer-de-sa-ma-tresse-619243.;Seulement il y a 2 semaines j’ai découvert que je suis enceinte je porte l’enfant que nous attendons depuis 6 ans mais nous sommes sur le point de nous séparer;Da' gaə́ ǎ ghə tà' gàp pá' gaə zhyə́ gaə́ gə̂ tsʉ̌m lə mú yə pyə byáp é nə̂ gù' ntɔkɔ́ á vǎm m̀ pyə nə́ŋ bə sí bɔ́ gɔ́ haptə.
https://www.camerounweb.com/CameroonHomePage/features/Mon-mari-refuse-de-se-s-parer-de-sa-ma-tresse-619243.;Je ne sais vraiment pas quoi faire car je me dis que cet enfant pourrait sauver mon mariage aussi je ne voudrais pas qu’il naisse dans un foyer divisé;Nka ghɔ́ zhyə́ pá' gaə̌ gɔ ghə lə nə̂kə́lə́ pə́ mú yəŋ vɔ̂k lɔ̌mdyə̌ ǎ də nə́ŋ bó shə́ŋ gaə́ ntʉ́m tùŋdyə̂ haptə haptə.
https://www.camerounweb.com/CameroonHomePage/features/Mon-mari-refuse-de-se-s-parer-de-sa-ma-tresse-619243.;Je ne sais vraiment pas quoi faire;Nka ghɔ́ zhyə́ pá' gaə̌ gɔ ghə lə.
https://www.camerounweb.com/CameroonHomePage/features/Les-peuples-de-l-est-du-Cameroun-sont-notre-pass-notre-pr-sent-et-notre-avenir-Beyala-618133.;Opinions of Sunday 12 September 2021;Nə́yɔ̂dzʉ̌Tyə̌'pfô 12 nə́ ŋkə̂mbiyɛ́ 2021 
https://www.camerounweb.com/CameroonHomePage/features/Les-peuples-de-l-est-du-Cameroun-sont-notre-pass-notre-pr-sent-et-notre-avenir-Beyala-618133.;La rédaction de CamerounWeb vous propose la tribune de madame Beyala;Cyə̌ mcuŋCamerounWeb há ghɔm bî má   Beyala
https://www.camerounweb.com/CameroonHomePage/features/Les-peuples-de-l-est-du-Cameroun-sont-notre-pass-notre-pr-sent-et-notre-avenir-Beyala-618133.;"-""Ils sont à la fois notre passé notre présent et notre avenir ce sont les peuples de l'Est du Cameroun";"""Wáp bə́ Cwə shəcyə bə́ cwəlɔ biŋ bə́  jʉ̀m yɔkpə â bə́ pə təŋlá' Ntə̂mnǎm"
https://www.camerounweb.com/CameroonHomePage/features/Les-peuples-de-l-est-du-Cameroun-sont-notre-pass-notre-pr-sent-et-notre-avenir-Beyala-618133.;Dans notre Est vit ce qu'a été l'Afrique d'hier avec ses esprits protecteurs ses magies ses rites ses croyances ses beautés ses craintes et ses espoirs;Â bə́ ntʉ́m təŋlá' Ntə̂mnǎm yɔkpə pú pə́ jɔ́ Afrika shyəcyə púa mghɛnyə póm mkɛ̀ myə́ mkɔ myə́ mtẅà myə́ púa púɔ̂k gə mzhʉ̀m myə́.
https://www.camerounweb.com/CameroonHomePage/features/Les-peuples-de-l-est-du-Cameroun-sont-notre-pass-notre-pr-sent-et-notre-avenir-Beyala-618133.;Dans notre Est vivent encore les derniers Égrégores africains regroupés là pour défendre ce qui reste de l'Africain après moult guerres moult soumissions moult esclavages;Â bə́ ntʉ́m təŋlá' Ntə̂mnǎm yɔkpə pú yə̂ bə́ jɔ́ pə́ pyáp mkɔ bə wáp cú'tə́ bə bɔmtə́  bvʉ' mkɔ Afrika jʉ̌m vəŋ mshu nə́ mpú'ú.
https://www.camerounweb.com/CameroonHomePage/features/Les-peuples-de-l-est-du-Cameroun-sont-notre-pass-notre-pr-sent-et-notre-avenir-Beyala-618133.;Et j'aime ces chants ces mélodies pygmées venues des fonds des âges qui semblent épouser le soleil la lune et les étoiles pour caresser nos oreilles;Gaə̌ kuŋ kuŋ  mzhwɔpshyə pə́ pygme pyə́ ntə́m tə mə́cúcǔ mgú bə́  cwə́ pá' púa nàm gə́ mə́gwə́ bə́ pə́ yə̂mu' bə́ zhwɔp nə zhɔptə́ mtə̂ŋ mɔ́k pə̀.
https://www.camerounweb.com/CameroonHomePage/features/Les-peuples-de-l-est-du-Cameroun-sont-notre-pass-notre-pr-sent-et-notre-avenir-Beyala-618133.;J'aime l'authenticité de cette vie qui épouse la nature et fait de l'homme sa continuité naturelle;Gaə̌ kuŋ nə́ cwə̌ yəŋ yə â jú'nyə́ pé nə́ŋ bə́ gə mo mú é.
https://www.camerounweb.com/CameroonHomePage/features/Les-peuples-de-l-est-du-Cameroun-sont-notre-pass-notre-pr-sent-et-notre-avenir-Beyala-618133.;"Les peuples de l'Est sont notre devenir le réservoir de notre bien -être et l'assurance de notre non -mort""";Pə təŋlá' Ntə̂mnǎm bə yɔkpə vɔ̀k kyəŋ dwɔʼpəpûŋ yɔ́k pə.
https://www.camerounweb.com/CameroonHomePage/features/Les-peuples-de-l-est-du-Cameroun-sont-notre-pass-notre-pr-sent-et-notre-avenir-Beyala-618133.;Opinions of Wednesday 15 September 2021;Nə́yɔ̂dzʉ̌ ntâmdzə15 nə́ ŋkə̂mbiyɛ́ 2021
https://www.camerounweb.com/CameroonHomePage/features/Laziz-Nchare-d-shabille-Me-Bomo-il-est-la-charge-et-ment-de-mani-re-scandaleuse-618556.;Laziz Nchare et Me Ntimbane Bomo;Laziz Nchare pú Ntwɔ̂kshɛ Ntimbane Bomo
https://www.camerounweb.com/CameroonHomePage/features/Laziz-Nchare-d-shabille-Me-Bomo-il-est-la-charge-et-ment-de-mani-re-scandaleuse-618556.;Pour Laziz Nchare Me Ntimbane Bomo est l'un des plus grands tribalistes qui cache mal son jeu;Laziz Nchare  gaə́ Ntwɔ̂kshɛ Ntimbane Bomo bə́ ta' gɛ kyə gwyə́ tə́ e lə pə́ bíŋ dwɔ́k.
https://www.camerounweb.com/CameroonHomePage/features/Laziz-Nchare-d-shabille-Me-Bomo-il-est-la-charge-et-ment-de-mani-re-scandaleuse-618556.;A travers ses sorties l'avocat vivant en France divague sur la toile selon l'analyste politique;Ntwɔ̂kshɛ yə ê cwə́ Flaŋsí á tə́m mcʉ̂mcʉ̌m sányə́ nə mə̂lɔ̌mgʉgʉɔ́ gaə́ pá ntútə plitik gɔm á
https://www.camerounweb.com/CameroonHomePage/features/Laziz-Nchare-d-shabille-Me-Bomo-il-est-la-charge-et-ment-de-mani-re-scandaleuse-618556.;Ci -dessous sa tribune dans laquelle il charge violement le pasteur -avocat;Ǎ sîsǐ póʼo pú yɔ̂ cyə̂ yə ê ntíŋnyə́ nə́ cáp Kámsî-Ntwɔ̂kshɛ lə.
https://www.camerounweb.com/CameroonHomePage/features/Laziz-Nchare-d-shabille-Me-Bomo-il-est-la-charge-et-ment-de-mani-re-scandaleuse-618556.;"- ""Vous l’avez presque lu sur tous les sujets à propos du MRC Survie -Cameroun le professeur Kamto";""" Â gɔ pə́ bə pǒ ŋké guŋ pǒtsə́ wɛ́ nə́ MRC vɔk-Kaməlûŋ Gɛla'tə dyə̂kwě Kamto."
https://www.camerounweb.com/CameroonHomePage/features/Laziz-Nchare-d-shabille-Me-Bomo-il-est-la-charge-et-ment-de-mani-re-scandaleuse-618556.;À chaque fois il est à charge et pire entrain de mentir de manière scandaleuse;Â bə́ bǎ cwə kə́ lə́ e pə́ cap é nə́ŋ bə́ nə̂ ghə bə̌ cwá nwə tə lâ' sǒ kú é.
https://www.camerounweb.com/CameroonHomePage/features/Laziz-Nchare-d-shabille-Me-Bomo-il-est-la-charge-et-ment-de-mani-re-scandaleuse-618556.;Il est donc presque partout sauf dans les prétoires et les salles d’église!;Ê bə́ pó'o bə nə̂ guŋ mstʉ' awɛ́ tə a cʉ́' pə́ mstʉ' púa mdyə̌sí.
https://www.camerounweb.com/CameroonHomePage/features/Laziz-Nchare-d-shabille-Me-Bomo-il-est-la-charge-et-ment-de-mani-re-scandaleuse-618556.;C’est donc ce mythomane qui prétend jouer le rôle de la société civile au Cameroun!;Cwanwə yə̌ŋ né bə́ pó'o shə́ŋ nə́ lê nwə nə́ lâ'lǎ'á.
https://www.camerounweb.com/CameroonHomePage/features/Laziz-Nchare-d-shabille-Me-Bomo-il-est-la-charge-et-ment-de-mani-re-scandaleuse-618556.;C’est bien dommage que des mythomanes de ce genre passent leur vie à manipuler les gens dans les propagandes de la haine d’un autre siècle;A kwà' ghʉghʉɔ gaə́ mcwanwə pá' yʉ́ á pə́ bi tâm yap nə́ sanyə bvo kyə lə fɛ́ pɔmnəŋ. 
https://www.camerounweb.com/CameroonHomePage/features/Laziz-Nchare-d-shabille-Me-Bomo-il-est-la-charge-et-ment-de-mani-re-scandaleuse-618556.;C’est donc contre cette haine injustifiée que je me lève aujourd’hui et nous devons enfin comprendre en de termes très clairs ce que cherche en réalité Christian Bomo Ntimbane puisqu’il s’agit de lui;Kyə tə jə̀m yəŋ nê gə gaə́ â dú sí tyə̂'ɔ pə nə́ŋ bə́ gɔ́ cə́ŋ nə́ yû' kwa' pəpúŋ ywə́ yə Bomo Ntimbane bɔ́ cə́ŋ lə.
https://www.camerounweb.com/CameroonHomePage/features/Laziz-Nchare-d-shabille-Me-Bomo-il-est-la-charge-et-ment-de-mani-re-scandaleuse-618556.;Abdoulaye Laziz Nchare Bamum et militant de l’UDC;Abdoulaye Laziz Nchare Bamum yə́ UDC
https://www.camerounweb.com/CameroonHomePage/features/Laziz-Nchare-d-shabille-Me-Bomo-il-est-la-charge-et-ment-de-mani-re-scandaleuse-618556.;Pourtant c’est Sangmelima et le grand Sud qui vote automatiquement Biya à 100% malgré la misère!;A nə́ŋ bə́ nə̂ ghə pó'o guŋ pə zhəŋ sîsǐ awɛ́ pə́ há ǵ yap pə́ bî Biya tâm sà'nyə̀ ba mbə́yə wáp ntʉ́m gó' lə.
https://www.camerounweb.com/CameroonHomePage/features/Laziz-Nchare-d-shabille-Me-Bomo-il-est-la-charge-et-ment-de-mani-re-scandaleuse-618556.;C’est encore là que règne une xénophobie au nom des autochtones Bulu qui demandent aux Bamum Bamiléké et Haoussa de rentrer chez eux!;Â ŋkwi' bə́ pə́ tsʉ̌' tə pû jɔ́ kyə tə pə́ Búlù pə́ cwi bí pə́ bamun bamileke gə pə haousa gaə wáp pə̂ nyə́ wə́ pú
https://www.camerounweb.com/CameroonHomePage/features/Laziz-Nchare-d-shabille-Me-Bomo-il-est-la-charge-et-ment-de-mani-re-scandaleuse-618556.;Dans ce cirque Bomo Ntimbane a le culot d’accuser tout le reste du Cameroun de pratiquer la politique tribale ?; Bomo Ntimbane gɔ ntʉ́m fyə̂ yəŋ gə də́də́ŋ tə gaə́ bvʉ' Kaməlûm awɛ́ gə kyə mtəŋlá'.
https://www.camerounweb.com/CameroonHomePage/features/Laziz-Nchare-d-shabille-Me-Bomo-il-est-la-charge-et-ment-de-mani-re-scandaleuse-618556.;On va donc devoir expliquer ce genre de cynisme!;Pû gɔ nə́ŋ tútə́ yəŋ cî nə́ wâk pó tə tó syɛ̀' mɔ́k.
https://www.camerounweb.com/CameroonHomePage/features/Laziz-Nchare-d-shabille-Me-Bomo-il-est-la-charge-et-ment-de-mani-re-scandaleuse-618556.;"Qui donc de Bomo Ntimbane ou de Laziz Nchare pratique la politique tribale ? """;A gɔ nə̂ Bomo Ntimbane pú  Laziz Nchare wə́ pə́ gə kyə mtəŋlá'á?
https://www.camerounweb.com/CameroonHomePage/features/Villas-Immeubles-Terrains-voici-une-partie-de-l-immense-fortune-d-Ayolo-Mvondo-617323.;Opinions of Monday6 September 2021;Nə́yɔ̂dzʉ̌ Dzə̂dzə 6 nə́ ŋkə̂mbiyɛ́ 2021
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-de-Mirabelle-l-un-des-collaborateurs-de-Cabral-Libii-passe-enfin-aux-aveux-618112.;Opinions of Sunday 12 September 2021;Nə́yɔ̂dzʉ̌ Tyə̂'pfô 12 nə́ ŋkə̂mbiyɛ́ 2021
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-de-Mirabelle-l-un-des-collaborateurs-de-Cabral-Libii-passe-enfin-aux-aveux-618112.;Aux services policiers et judiciaires compétents de faire le reste;Mkətú' púa mghɛfa' kúŋ cyɔ nə̂ gɔ ghə bvʉ' e.
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-de-Mirabelle-l-un-des-collaborateurs-de-Cabral-Libii-passe-enfin-aux-aveux-618112.;J'avais encore réitéré mes excuses à la fille lors de la confrontation à la brigade le 26 Août devant l'enquêteur et son avocat;Də pǐŋ dó mhɔ bí múmjwǐ cwə nə́ yû' wɔ́k wə̂ mkətú' dzə̌ tə́ŋtə pú Ntwɔ̂shwɛ e.
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-de-Mirabelle-l-un-des-collaborateurs-de-Cabral-Libii-passe-enfin-aux-aveux-618112.;C'était d'ailleurs la première et dernière fois que je la rencontre dans ma vie;A lə̂ nə́ŋ bə́ dəŋdzə pû jʉɔjʉm cʉ̌m yə pyə é lə yʉ'tə lə.
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-de-Mirabelle-l-un-des-collaborateurs-de-Cabral-Libii-passe-enfin-aux-aveux-618112.;Et elle avait effectivement accepté mes sincères excuses c'est l'une des raisons pour laquelle elle avait accepté un arrangement à l'amiable;E lə nə̌ŋ bíŋ mhɔ mə̌ a ghə̂ gaə́ é píŋ gaə́ pyə é nyáptə́ shɛ.
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-de-Mirabelle-l-un-des-collaborateurs-de-Cabral-Libii-passe-enfin-aux-aveux-618112.;Il s'agit rien moins que d'aveux !;A ka twɔ́ nə́ pîŋ.
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-de-Mirabelle-l-un-des-collaborateurs-de-Cabral-Libii-passe-enfin-aux-aveux-618112.;En effet tout est ici présenté et expliqué ne reste plus qu'à découvrir le mode opératoire;Pú la'tə bíŋ ntútə́ guŋ e wɛ́ tə a cʉ́' pə́ nə́ yɔ̂ cî pá' wáp gə lə.
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-de-Mirabelle-l-un-des-collaborateurs-de-Cabral-Libii-passe-enfin-aux-aveux-618112.;Tout est donc clair en lisant Clotaire Nguedjo;Pú bó nə̂ kě Clotaire Nguedjo jú' awɛ́.
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-de-Mirabelle-l-un-des-collaborateurs-de-Cabral-Libii-passe-enfin-aux-aveux-618112.;Selon Clotaire Nguedjo là sont les causes de sa mort;Clotaire Nguedjo yɔ́ gaə́ mə̂ mkwóp vʉ́ e.
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-de-Mirabelle-l-un-des-collaborateurs-de-Cabral-Libii-passe-enfin-aux-aveux-618112.;Ces aveux sont suffisamment graves pour être ignorés;Mɔ mnə́ pîŋ ghá'bú tə bə́ pú lə táknə́ŋ.
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-de-Mirabelle-l-un-des-collaborateurs-de-Cabral-Libii-passe-enfin-aux-aveux-618112.;Ils appellent impérativement des suites policières et judiciaires urgentes !;Ǎ bə́ wə́ shə́ŋ mkətú' púa kúŋ lə́ nwə nə́ mgʉ̌'
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-de-Mirabelle-l-un-des-collaborateurs-de-Cabral-Libii-passe-enfin-aux-aveux-618112.;Bien plus grave encore ce Clotaire Nguedjo affirme aussi que le temps où il fallait laisser l'âme de feue Mirabelle Lingom reposer est terminé;Ǎ bó nə̂ ghá'bú tə' Clotaire Nguedjo pîŋ gaə́ tâm yə ghɛnyə pfə̂ Mirabelle Lingom lə̂ bə́ gɔ hwítə́ á bǎ mi.
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-de-Mirabelle-l-un-des-collaborateurs-de-Cabral-Libii-passe-enfin-aux-aveux-618112.;Autrement -dit désormais il entend persécuter l'âme de la défunte quelle abominable mentalité !;A tútə gaə́ ê gɔ pə́ puɔnyə ghɛnyə mámjwǐ â kwa' ma cwə̀pùŋ.
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-de-Mirabelle-l-un-des-collaborateurs-de-Cabral-Libii-passe-enfin-aux-aveux-618112.;C'est ainsi que Clotaire Nguedjo dit dans sa scandaleuse sortie -aveu《 fini le temps de laisser la mémoire de la défunte se reposer 》;"A pə́ pó'o tə̂ Clotaire Nguedjo ghɔ̂m ntʉ́m nə̂ tə̂m nə́ pîŋ sya sya gaə́ "" tâm yə́ pú ták bî ghɛnyə pfə́ mò nə́ nə hwítə́ cyə̀""."
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-de-Mirabelle-l-un-des-collaborateurs-de-Cabral-Libii-passe-enfin-aux-aveux-618112.;Il est évident que cette sortie a été faite avec l'accord de Cabral Libii vu qu'il est fait mention de lui dans cette sortie;Ǎ nyə́nyɔ́ gaə́ nə́ tə̂m yə̌ŋ bə Cabral Libii píŋ nə̂kə́lə́ â bə́ tsô tsyə́ tə́m ntʉ́m nwə yə̌ŋ.
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-de-Mirabelle-l-un-des-collaborateurs-de-Cabral-Libii-passe-enfin-aux-aveux-618112.;Cela laisse sans voix et soulève l'indignation;A ka há nə́ ghɔ̀m ǎ bə́ wə́ ŋkám lúŋ.
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-de-Mirabelle-l-un-des-collaborateurs-de-Cabral-Libii-passe-enfin-aux-aveux-618112.;Qui peut tourner la page d'une telle tragédie ?;Pə̂ waə̌ tʉɔ́nyə cì nwə yə̀ŋ?
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-de-Mirabelle-l-un-des-collaborateurs-de-Cabral-Libii-passe-enfin-aux-aveux-618112.;Qui peut accepter que ce décès suspect reste impuni ?;Pə waə̌ píŋ gaə̂ tiŋ vʉ́ yəŋ wúŋ pó'o?
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-de-Mirabelle-l-un-des-collaborateurs-de-Cabral-Libii-passe-enfin-aux-aveux-618112.;Qui peut accepter que ceux qui ont par leur calomnies contre Mirabelle créés toute cette affaire restent impunis ?;Pə̂ waə̌ píŋ gaə́ pú ták  pɔ pyə wáp cyə mnə̂ cyanyə ntʉ́ nwə yəŋ á nə́ŋ?
https://www.camerounweb.com/CameroonHomePage/features/D-c-s-de-Mirabelle-l-un-des-collaborateurs-de-Cabral-Libii-passe-enfin-aux-aveux-618112.;"Aux services policiers et judiciaires compétents de faire le reste du mobile et des aveux à peine voilés contenus dans la sortie de Clotaire Nguedjo dit ""Clotaire Cabraliste"" !";"Mkətú' púa mghɛfa' kúŋ cyɔ nə̂ gɔ ghə bvʉ' kwɔ́p pú a nə́ pîŋ tə tʉm myə́ ǎ ntʉ́m nə́ tə̂m Clotaire Nguedjo yə́ pú ŋké gaə́ ""Clotaire Cabraliste"" lə."
